"ID","Folder","Person","TS.of.data.collection","Researcher.Initial","Signal.ID","Date","Weather","Number.of.people.in.group","Age_Child","Age_Teenager","Age_Young_adult","Age_Middle_aged_adult","Age_Older_adult_over_65","Age_Adult_of_unknown_age","Age_ChildTeen","Age_Adult","Gender_Male","Gender_Female","Gender_Unknown_gender","OC_Stroller","OC_Carrying_load","OC_Wheelchair","OC_Skateboard","OC_Scooter","OC_Bicycle","OC_Distracted","OC_Others","Crosswalk.ID","Crossing.location","Crossing.direction","Ped.TS.at.CP.1","Ped.TS.at.CP.2","Ped.TS.at.CP.Diff","RT.queue.length","About.Ped","About.overall.conflict","Vehicle","Stop.location","TS.CP","Reaction.to.conflict","Ped.Reaction","Type","About.Conflict","Encroachment_Time_Pre","Encroachment_Time_Post","Encroachment_Time","Encroachment.Car.Before.Ped","Encroachment.Car.After.Ped","Encroachment.Car.Same.Ped"
401,"2021-09-16 5030","BN",2022-01-12 18:42:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 18:57:27,2021-09-16 18:57:27,0,"1",NA,NA,2,"Did not stop",2021-09-16 18:57:38,"No obvious reaction","No obvious reaction","SUV",NA,-11,11,11,FALSE,TRUE,FALSE
402,"2021-09-16 5030","BN",2022-01-12 19:34:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 19:00:11,2021-09-16 19:00:11,0,"3",NA,NA,1,"Did not stop",2021-09-16 19:00:01,"No obvious reaction","No obvious reaction","SUV",NA,10,-10,-10,TRUE,FALSE,FALSE
402,"2021-09-16 5030","BN",2022-01-12 19:34:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 19:00:11,2021-09-16 19:00:11,0,"3",NA,NA,2,"Before the first crosswalk",2021-09-16 19:00:20,"Driver fully stopped","No obvious reaction","Sedan",NA,-9,9,9,FALSE,TRUE,FALSE
402,"2021-09-16 5030","BN",2022-01-12 19:34:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 19:00:11,2021-09-16 19:00:11,0,"3",NA,NA,3,"Before the first crosswalk",2021-09-16 19:00:22,"No obvious reaction","No obvious reaction","Sedan",NA,-11,11,11,FALSE,TRUE,FALSE
403,"2021-09-16 5030","BN",2022-01-12 19:40:00,"BN",5030,2021-09-16,"Clear",1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 19:06:37,2021-09-16 19:06:37,0,"3",NA,NA,1,"Did not stop",2021-09-16 19:06:29,"No obvious reaction","No obvious reaction","Sedan",NA,8,-8,-8,TRUE,FALSE,FALSE
403,"2021-09-16 5030","BN",2022-01-12 19:40:00,"BN",5030,2021-09-16,"Clear",1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 19:06:37,2021-09-16 19:06:37,0,"3",NA,NA,2,"Did not stop",2021-09-16 19:06:34,"No obvious reaction","No obvious reaction","Sedan",NA,3,-3,-3,TRUE,FALSE,FALSE
403,"2021-09-16 5030","BN",2022-01-12 19:40:00,"BN",5030,2021-09-16,"Clear",1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 19:06:37,2021-09-16 19:06:37,0,"3",NA,NA,3,"Did not stop",2021-09-16 19:06:40,"Driver slowed down","No obvious reaction","Pickup Truck",NA,-3,3,3,FALSE,TRUE,FALSE
403,"2021-09-16 5030","BN",2022-01-12 19:40:00,"BN",5030,2021-09-16,"Clear",1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 19:06:37,2021-09-16 19:06:37,0,"3",NA,NA,4,"Did not stop",2021-09-16 19:06:43,"No obvious reaction","No obvious reaction","Van (mini van, sprinter van, etc.)",NA,-6,6,6,FALSE,TRUE,FALSE
404,"2021-09-16 5030","BN",2022-01-12 19:43:00,"BN",5030,2021-09-16,"Clear",1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 19:08:42,2021-09-16 19:08:42,0,"1",NA,NA,1,"Did not stop",2021-09-16 19:08:45,"No obvious reaction","No obvious reaction","SUV",NA,-3,3,3,FALSE,TRUE,FALSE
405,"2021-09-16 5030","BN",2022-01-12 19:46:00,"BN",5030,2021-09-16,"Clear",1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 19:22:31,2021-09-16 19:22:31,0,"1",NA,NA,1,"Inside the first crosswalk",2021-09-16 19:22:36,"Driver fully stopped","No obvious reaction","SUV",NA,-5,5,5,FALSE,TRUE,FALSE
406,"2021-09-16 5030","BN",2022-01-12 19:48:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 19:34:30,2021-09-16 19:34:30,0,"2",NA,NA,1,"Between the first and second crosswalk",2021-09-16 19:34:32,"Driver fully stopped","No obvious reaction","Pickup Truck",NA,-2,2,2,FALSE,TRUE,FALSE
406,"2021-09-16 5030","BN",2022-01-12 19:48:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 19:34:30,2021-09-16 19:34:30,0,"2",NA,NA,2,"Before the first crosswalk",2021-09-16 19:34:35,"Driver fully stopped","No obvious reaction","Sedan",NA,-5,5,5,FALSE,TRUE,FALSE
407,"2021-09-16 5030","BN",2022-01-12 19:57:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Walking dog","Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 19:38:36,2021-09-16 19:38:36,0,"2",NA,NA,1,"Did not stop",2021-09-16 19:38:29,"No obvious reaction","No obvious reaction","SUV",NA,7,-7,-7,TRUE,FALSE,FALSE
407,"2021-09-16 5030","BN",2022-01-12 19:57:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Walking dog","Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 19:38:36,2021-09-16 19:38:36,0,"2",NA,NA,2,"Did not stop",2021-09-16 19:38:31,"No obvious reaction","No obvious reaction","Sedan",NA,5,-5,-5,TRUE,FALSE,FALSE
407,"2021-09-16 5030","BN",2022-01-12 19:57:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Walking dog","Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 19:38:36,2021-09-16 19:38:36,0,"2",NA,NA,3,"Before the first crosswalk",2021-09-16 19:38:41,"Driver fully stopped","No obvious reaction","Sedan",NA,-5,5,5,FALSE,TRUE,FALSE
407,"2021-09-16 5030","BN",2022-01-12 19:57:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Walking dog","Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 19:38:36,2021-09-16 19:38:36,0,"2",NA,NA,4,"Before the first crosswalk",2021-09-16 19:38:45,"Driver fully stopped","No obvious reaction","Pickup Truck",NA,-9,9,9,FALSE,TRUE,FALSE
408,"2021-09-16 5030","BN",2022-01-12 20:03:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 20:04:35,2021-09-16 20:04:35,0,"0",NA,NA,1,"Did not stop",2021-09-16 20:04:28,"No obvious reaction","No obvious reaction","Sedan",NA,7,-7,-7,TRUE,FALSE,FALSE
409,"2021-09-16 5030","BN",2022-01-12 20:10:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 20:18:40,2021-09-16 20:18:40,0,"5+",NA,NA,1,"Did not stop",2021-09-16 20:18:34,"No obvious reaction","No obvious reaction","Sedan",NA,6,-6,-6,TRUE,FALSE,FALSE
409,"2021-09-16 5030","BN",2022-01-12 20:10:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 20:18:40,2021-09-16 20:18:40,0,"5+",NA,NA,2,"Did not stop",2021-09-16 20:18:42,"Driver slowed down","No obvious reaction","Sedan",NA,-2,2,2,FALSE,TRUE,FALSE
409,"2021-09-16 5030","BN",2022-01-12 20:10:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 20:18:40,2021-09-16 20:18:40,0,"5+",NA,NA,3,"Did not stop",2021-09-16 20:18:44,"No obvious reaction","No obvious reaction","Sedan",NA,-4,4,4,FALSE,TRUE,FALSE
410,"2021-09-16 5030","BN",2022-01-12 20:14:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 20:24:47,2021-09-16 20:24:47,0,"0",NA,NA,1,"Did not stop",2021-09-16 20:24:36,"No obvious reaction","No obvious reaction","Sedan",NA,11,-11,-11,TRUE,FALSE,FALSE
410,"2021-09-16 5030","BN",2022-01-12 20:14:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 20:24:47,2021-09-16 20:24:47,0,"0",NA,NA,2,"Did not stop",2021-09-16 20:24:53,"No obvious reaction","No obvious reaction","Sedan",NA,-6,6,6,FALSE,TRUE,FALSE
411,"2021-09-16 5030","BN",2022-01-12 20:18:00,"BN",5030,2021-09-16,"Clear",2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 20:30:30,2021-09-16 20:30:30,0,"4",NA,NA,1,"Inside the first crosswalk",2021-09-16 20:30:36,"Driver fully stopped","No obvious reaction","SUV",NA,-6,6,6,FALSE,TRUE,FALSE
411,"2021-09-16 5030","BN",2022-01-12 20:18:00,"BN",5030,2021-09-16,"Clear",2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 20:30:30,2021-09-16 20:30:30,0,"4",NA,NA,2,"Did not stop",2021-09-16 20:30:40,"No obvious reaction","No obvious reaction","Sedan",NA,-10,10,10,FALSE,TRUE,FALSE
412,"2021-09-16 5030","BN",2022-10-16 18:38:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 20:35:53,2021-09-16 20:35:53,0,"2",NA,NA,1,"Before the first crosswalk",2021-09-16 20:35:59,"Driver fully stopped","No obvious reaction","Pickup Truck",NA,-6,6,6,FALSE,TRUE,FALSE
416,"2021-09-16 5030","BN",2022-10-16 20:58:00,"BN",5030,2021-09-16,"Clear",2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"First crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 21:24:15,2021-09-16 21:24:15,0,"1",NA,NA,1,"Did not stop",2021-09-16 21:24:05,"No obvious reaction","No obvious reaction","Sedan",NA,10,-10,-10,TRUE,FALSE,FALSE
417,"2021-09-16 5030","BN",2022-10-16 21:02:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 21:39:03,2021-09-16 21:39:03,0,"0",NA,NA,1,"Did not stop",2021-09-16 21:39:06,"No obvious reaction","No obvious reaction","Pickup Truck",NA,-3,3,3,FALSE,TRUE,FALSE
420,"2021-09-16 5030","BN",2022-10-16 21:09:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 21:59:05,2021-09-16 21:59:05,0,"2",NA,NA,1,"Inside the first crosswalk",2021-09-16 21:58:58,"No obvious reaction","No obvious reaction","Pickup Truck",NA,7,-7,-7,TRUE,FALSE,FALSE
420,"2021-09-16 5030","BN",2022-10-16 21:09:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 21:59:05,2021-09-16 21:59:05,0,"2",NA,NA,2,"Between the first and second crosswalk",2021-09-16 21:59:09,"Driver fully stopped","No obvious reaction","Pickup Truck",NA,-4,4,4,FALSE,TRUE,FALSE
422,"2021-09-16 5030","BN",2022-10-16 21:18:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-16 22:08:06,2021-09-16 22:08:06,0,"1",NA,NA,1,"Inside the first crosswalk",2021-09-16 22:08:11,"Driver fully stopped","No obvious reaction","Sedan",NA,-5,5,5,FALSE,TRUE,FALSE
426,"2021-09-16 5030","BN",2022-01-16 19:37:00,"BN",5030,2021-09-16,"Clear",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-16 23:12:09,2021-09-16 23:12:09,0,"0",NA,NA,1,"Did not stop",2021-09-16 23:12:17,"No obvious reaction","No obvious reaction","SUV",NA,-8,8,8,FALSE,TRUE,FALSE
427,"2021-09-16 5030","BN",2022-01-26 12:50:00,"BN",5030,2021-09-17,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-17 09:04:30,2021-09-17 09:04:30,0,"5+",NA,NA,1,"Inside the first crosswalk",2021-09-17 09:04:33,"Driver fully stopped","No obvious reaction","Van (mini van, sprinter van, etc.)",NA,-3,3,3,FALSE,TRUE,FALSE
428,"2021-09-16 5030","BN",2022-01-26 21:36:00,"BN",5030,2021-09-17,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-17 09:06:46,2021-09-17 09:06:46,0,"1",NA,NA,1,"Did not stop",2021-09-17 09:06:49,"No obvious reaction","No obvious reaction","Van (mini van, sprinter van, etc.)",NA,-3,3,3,FALSE,TRUE,FALSE
429,"2021-09-16 5030","BN",2022-01-26 21:40:00,"BN",5030,2021-09-17,"Clear",2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-17 09:10:31,2021-09-17 09:10:31,0,"3",NA,NA,1,"Between the first and second crosswalk",2021-09-17 09:10:24,"No obvious reaction","No obvious reaction","Pickup Truck",NA,7,-7,-7,TRUE,FALSE,FALSE
429,"2021-09-16 5030","BN",2022-01-26 21:40:00,"BN",5030,2021-09-17,"Clear",2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-17 09:10:31,2021-09-17 09:10:31,0,"3",NA,NA,2,"Did not stop",2021-09-17 09:10:35,"Driver slowed down","No obvious reaction","SUV",NA,-4,4,4,FALSE,TRUE,FALSE
429,"2021-09-16 5030","BN",2022-01-26 21:40:00,"BN",5030,2021-09-17,"Clear",2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-17 09:10:31,2021-09-17 09:10:31,0,"3",NA,NA,3,"Did not stop",2021-09-17 09:10:38,"No obvious reaction","No obvious reaction","Sedan",NA,-7,7,7,FALSE,TRUE,FALSE
431,"2021-09-16 5030","BN",2022-01-26 21:46:00,"BN",5030,2021-09-17,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-17 09:20:48,2021-09-17 09:20:48,0,"4",NA,NA,1,"Did not stop",2021-09-17 09:20:40,"No obvious reaction","No obvious reaction","SUV",NA,8,-8,-8,TRUE,FALSE,FALSE
431,"2021-09-16 5030","BN",2022-01-26 21:46:00,"BN",5030,2021-09-17,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Approaching Curb",2021-09-17 09:20:48,2021-09-17 09:20:48,0,"4",NA,NA,2,"Between the first and second crosswalk",2021-09-17 09:20:52,"Driver fully stopped","No obvious reaction","Van (mini van, sprinter van, etc.)",NA,-4,4,4,FALSE,TRUE,FALSE
433,"2021-09-16 5030","BN",2022-01-26 21:49:00,"BN",5030,2021-09-17,"Clear",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Second crosswalk","In the crosswalk or the crosswalk area","Leaving Curb",2021-09-17 09:30:28,2021-09-17 09:30:28,0,"1",NA,NA,1,"Between the first and second crosswalk",2021-09-17 09:30:30,"Driver fully stopped","No obvious reaction","Sedan",NA,-2,2,2,FALSE,TRUE,FALSE
